timestamp,topic,payload
2024-06-17 10:15:56,room/humidity,79.00
2024-06-17 10:15:56,room/temperature,29.30
2024-06-17 10:15:58,room/humidity,79.00
2024-06-17 10:15:58,room/temperature,29.30
2024-06-17 10:16:00,room/humidity,80.00
2024-06-17 10:16:00,room/temperature,29.30
2024-06-17 10:16:02,room/humidity,80.00
2024-06-17 10:16:02,room/temperature,29.30
2024-06-17 10:16:04,room/humidity,79.00
2024-06-17 10:16:04,room/temperature,29.30
2024-06-17 10:16:06,room/humidity,79.00
2024-06-17 10:16:06,room/temperature,29.30
2024-06-17 10:16:08,room/humidity,79.00
2024-06-17 10:16:08,room/temperature,29.30
2024-06-17 10:16:10,room/humidity,79.00
2024-06-17 10:16:10,room/temperature,29.30
2024-06-17 10:16:12,room/humidity,79.00
2024-06-17 10:16:12,room/temperature,29.30
2024-06-17 10:16:14,room/humidity,79.00
2024-06-17 10:16:14,room/temperature,29.30
2024-06-17 10:16:16,room/humidity,78.00
2024-06-17 10:16:16,room/temperature,29.30
2024-06-17 10:16:18,room/humidity,78.00
2024-06-17 10:16:18,room/temperature,29.30
2024-06-17 10:16:20,room/humidity,78.00
2024-06-17 10:16:20,room/temperature,29.30
2024-06-17 10:16:22,room/humidity,78.00
2024-06-17 10:16:22,room/temperature,29.30
2024-06-17 10:16:24,room/humidity,79.00
2024-06-17 10:16:24,room/temperature,29.30
2024-06-17 10:16:26,room/humidity,79.00
2024-06-17 10:16:26,room/temperature,29.30
2024-06-17 10:16:28,room/humidity,79.00
2024-06-17 10:16:28,room/temperature,29.30
2024-06-17 10:16:30,room/humidity,79.00
2024-06-17 10:16:30,room/temperature,29.30
2024-06-17 10:16:32,room/humidity,78.00
2024-06-17 10:16:32,room/temperature,29.30
2024-06-17 10:16:34,room/humidity,78.00
2024-06-17 10:16:34,room/temperature,29.30
2024-06-17 10:16:36,room/humidity,78.00
2024-06-17 10:16:37,room/temperature,29.30
2024-06-17 10:16:38,room/humidity,79.00
2024-06-17 10:16:38,room/temperature,29.30
2024-06-17 10:16:40,room/humidity,79.00
2024-06-17 10:16:40,room/temperature,29.30
2024-06-17 10:16:42,room/humidity,79.00
2024-06-17 10:16:42,room/temperature,29.30
2024-06-17 10:16:44,room/humidity,79.00
2024-06-17 10:16:44,room/temperature,29.40
2024-06-17 10:16:46,room/humidity,78.00
2024-06-17 10:16:47,room/temperature,29.30
2024-06-17 10:16:48,room/humidity,79.00
2024-06-17 10:16:48,room/temperature,29.30
2024-06-17 10:16:50,room/humidity,79.00
2024-06-17 10:16:50,room/temperature,29.30
2024-06-17 10:16:52,room/humidity,79.00
2024-06-17 10:16:53,room/temperature,29.30
2024-06-17 10:16:54,room/humidity,79.00
2024-06-17 10:16:55,room/temperature,29.30
2024-06-17 10:16:56,room/humidity,79.00
2024-06-17 10:16:57,room/temperature,29.30
2024-06-17 10:16:58,room/humidity,79.00
2024-06-17 10:16:59,room/temperature,29.30
2024-06-17 10:17:00,room/humidity,79.00
2024-06-17 10:17:01,room/temperature,29.40
2024-06-17 10:17:02,room/humidity,78.00
2024-06-17 10:17:03,room/temperature,29.30
2024-06-17 10:17:05,room/humidity,78.00
2024-06-17 10:17:05,room/temperature,29.30
2024-06-17 10:17:07,room/humidity,78.00
2024-06-17 10:17:07,room/temperature,29.30
2024-06-17 10:17:09,room/humidity,79.00
2024-06-17 10:17:09,room/temperature,29.30
2024-06-17 10:17:11,room/humidity,79.00
2024-06-17 10:17:11,room/temperature,29.30
2024-06-17 10:17:13,room/humidity,79.00
2024-06-17 10:17:13,room/temperature,29.30
2024-06-17 10:17:15,room/humidity,79.00
2024-06-17 10:17:15,room/temperature,29.30
2024-06-17 10:17:17,room/humidity,79.00
2024-06-17 10:17:17,room/temperature,29.30
2024-06-17 10:17:19,room/humidity,79.00
2024-06-17 10:17:19,room/temperature,29.30
2024-06-17 10:17:21,room/humidity,80.00
2024-06-17 10:17:21,room/temperature,29.30
2024-06-17 10:17:23,room/humidity,80.00
2024-06-17 10:17:23,room/temperature,29.30
2024-06-17 10:17:25,room/humidity,79.00
2024-06-17 10:17:25,room/temperature,29.30
2024-06-17 10:17:27,room/humidity,79.00
2024-06-17 10:17:27,room/temperature,29.30
2024-06-17 10:17:29,room/humidity,79.00
2024-06-17 10:17:29,room/temperature,29.30
2024-06-17 10:17:31,room/humidity,79.00
2024-06-17 10:17:31,room/temperature,29.30
2024-06-17 10:17:33,room/humidity,78.00
2024-06-17 10:17:33,room/temperature,29.30
2024-06-17 10:17:35,room/humidity,78.00
2024-06-17 10:17:35,room/temperature,29.30
2024-06-17 10:17:37,room/humidity,78.00
2024-06-17 10:17:37,room/temperature,29.40
2024-06-17 10:17:39,room/humidity,78.00
2024-06-17 10:17:39,room/temperature,29.30
2024-06-17 10:17:41,room/humidity,78.00
2024-06-17 10:17:41,room/temperature,29.30
2024-06-17 10:17:43,room/humidity,78.00
2024-06-17 10:17:43,room/temperature,29.30
2024-06-17 10:17:45,room/humidity,78.00
2024-06-17 10:17:45,room/temperature,29.30
2024-06-17 10:17:47,room/humidity,78.00
2024-06-17 10:17:47,room/temperature,29.40
2024-06-17 10:17:49,room/humidity,78.00
2024-06-17 10:17:49,room/temperature,29.30
2024-06-17 10:17:51,room/humidity,78.00
2024-06-17 10:17:51,room/temperature,29.40
2024-06-17 10:17:53,room/humidity,79.00
2024-06-17 10:17:53,room/temperature,29.30
2024-06-17 10:17:55,room/humidity,79.00
2024-06-17 10:17:55,room/temperature,29.30
2024-06-17 10:17:57,room/humidity,79.00
2024-06-17 10:17:58,room/temperature,29.30
2024-06-17 10:17:59,room/humidity,79.00
2024-06-17 10:17:59,room/temperature,29.30
2024-06-17 10:18:01,room/humidity,79.00
2024-06-17 10:18:02,room/temperature,29.30
2024-06-17 10:18:03,room/humidity,79.00
2024-06-17 10:18:04,room/temperature,29.30
2024-06-17 10:18:05,room/humidity,79.00
2024-06-17 10:18:06,room/temperature,29.30
2024-06-17 10:18:07,room/humidity,79.00
2024-06-17 10:18:08,room/temperature,29.30
2024-06-17 10:18:09,room/humidity,79.00
2024-06-17 10:18:10,room/temperature,29.40
2024-06-17 10:18:11,room/humidity,79.00
2024-06-17 10:18:12,room/temperature,29.40
2024-06-17 10:18:14,room/humidity,79.00
2024-06-17 10:18:14,room/temperature,29.30
2024-06-17 10:18:16,room/humidity,80.00
2024-06-17 10:18:16,room/temperature,29.30
2024-06-17 10:18:18,room/humidity,80.00
2024-06-17 10:18:18,room/temperature,29.30
2024-06-17 10:18:20,room/humidity,80.00
2024-06-17 10:18:20,room/temperature,29.40
2024-06-17 10:18:22,room/humidity,79.00
2024-06-17 10:18:22,room/temperature,29.40
2024-06-17 10:18:24,room/humidity,79.00
2024-06-17 10:18:24,room/temperature,29.40
2024-06-17 10:18:26,room/humidity,79.00
2024-06-17 10:18:26,room/temperature,29.30
2024-06-17 10:18:28,room/humidity,79.00
2024-06-17 10:18:28,room/temperature,29.40
2024-06-17 10:18:30,room/humidity,78.00
2024-06-17 10:18:30,room/temperature,29.30
2024-06-17 10:18:32,room/humidity,78.00
2024-06-17 10:18:32,room/temperature,29.40
2024-06-17 10:18:34,room/humidity,78.00
2024-06-17 10:18:34,room/temperature,29.40
2024-06-17 10:18:36,room/humidity,78.00
2024-06-17 10:18:36,room/temperature,29.40
2024-06-17 10:18:38,room/humidity,78.00
2024-06-17 10:18:38,room/temperature,29.40
2024-06-17 10:18:40,room/humidity,78.00
2024-06-17 10:18:40,room/temperature,29.30
2024-06-17 10:18:42,room/humidity,78.00
2024-06-17 10:18:42,room/temperature,29.30
2024-06-17 10:18:44,room/humidity,78.00
2024-06-17 10:18:44,room/temperature,29.30
2024-06-17 10:18:46,room/humidity,78.00
2024-06-17 10:18:46,room/temperature,29.30
2024-06-17 10:18:48,room/humidity,78.00
2024-06-17 10:18:48,room/temperature,29.40
2024-06-17 10:18:50,room/humidity,79.00
2024-06-17 10:18:50,room/temperature,29.40
2024-06-17 10:18:52,room/humidity,79.00
2024-06-17 10:18:52,room/temperature,29.40
2024-06-17 10:18:54,room/humidity,79.00
2024-06-17 10:18:54,room/temperature,29.40
2024-06-17 10:18:56,room/humidity,79.00
2024-06-17 10:18:56,room/temperature,29.40
2024-06-17 10:18:58,room/humidity,79.00
2024-06-17 10:18:58,room/temperature,29.40
2024-06-17 10:19:00,room/humidity,78.00
2024-06-17 10:19:00,room/temperature,29.40
2024-06-17 10:19:02,room/humidity,78.00
2024-06-17 10:19:02,room/temperature,29.40
2024-06-17 10:19:04,room/humidity,78.00
2024-06-17 10:19:04,room/temperature,29.40
2024-06-17 10:19:06,room/humidity,78.00
2024-06-17 10:19:06,room/temperature,29.40
2024-06-17 10:19:08,room/humidity,78.00
2024-06-17 10:19:08,room/temperature,29.40
2024-06-17 10:19:10,room/humidity,78.00
2024-06-17 10:19:11,room/temperature,29.40
2024-06-17 10:19:12,room/humidity,78.00
2024-06-17 10:19:13,room/temperature,29.40
2024-06-17 10:19:14,room/humidity,78.00
2024-06-17 10:19:15,room/temperature,29.40
2024-06-17 10:19:16,room/humidity,78.00
2024-06-17 10:19:17,room/temperature,29.40
2024-06-17 10:19:19,room/humidity,78.00
2024-06-17 10:19:19,room/temperature,29.40
2024-06-17 10:19:20,room/humidity,79.00
2024-06-17 10:19:21,room/temperature,29.40
2024-06-17 10:19:23,room/humidity,79.00
2024-06-17 10:19:23,room/temperature,29.40
2024-06-17 10:19:25,room/humidity,79.00
2024-06-17 10:19:25,room/temperature,29.40
2024-06-17 10:19:27,room/humidity,79.00
2024-06-17 10:19:27,room/temperature,29.40
2024-06-17 10:19:29,room/humidity,79.00
2024-06-17 10:19:29,room/temperature,29.40
2024-06-17 10:19:31,room/humidity,79.00
2024-06-17 10:19:31,room/temperature,29.40
2024-06-17 10:19:33,room/humidity,78.00
2024-06-17 10:19:33,room/temperature,29.40
2024-06-17 10:19:35,room/humidity,78.00
2024-06-17 10:19:35,room/temperature,29.40
2024-06-17 10:19:37,room/humidity,78.00
2024-06-17 10:19:37,room/temperature,29.40
2024-06-17 10:19:39,room/humidity,78.00
2024-06-17 10:19:39,room/temperature,29.40
2024-06-17 10:19:41,room/humidity,78.00
2024-06-17 10:19:41,room/temperature,29.40
2024-06-17 10:19:43,room/humidity,77.00
2024-06-17 10:19:43,room/temperature,29.40
2024-06-17 10:19:45,room/humidity,77.00
2024-06-17 10:19:45,room/temperature,29.40
2024-06-17 10:19:47,room/humidity,78.00
2024-06-17 10:19:47,room/temperature,29.40
2024-06-17 10:19:49,room/humidity,78.00
2024-06-17 10:19:49,room/temperature,29.40
2024-06-17 10:19:51,room/humidity,77.00
2024-06-17 10:19:51,room/temperature,29.40
2024-06-17 10:19:53,room/humidity,77.00
2024-06-17 10:19:53,room/temperature,29.40
2024-06-17 10:19:55,room/humidity,77.00
2024-06-17 10:19:55,room/temperature,29.40
2024-06-17 10:19:57,room/humidity,77.00
2024-06-17 10:19:57,room/temperature,29.40
2024-06-17 10:19:59,room/humidity,77.00
2024-06-17 10:19:59,room/temperature,29.50
2024-06-17 10:20:01,room/humidity,77.00
2024-06-17 10:20:01,room/temperature,29.40
2024-06-17 10:20:03,room/humidity,77.00
2024-06-17 10:20:03,room/temperature,29.40
2024-06-17 10:20:05,room/humidity,77.00
2024-06-17 10:20:05,room/temperature,29.40
2024-06-17 10:20:07,room/humidity,77.00
2024-06-17 10:20:07,room/temperature,29.40
2024-06-17 10:20:09,room/humidity,77.00
2024-06-17 10:20:09,room/temperature,29.40
2024-06-17 10:20:11,room/humidity,77.00
2024-06-17 10:20:11,room/temperature,29.40
2024-06-17 10:20:13,room/humidity,78.00
2024-06-17 10:20:13,room/temperature,29.40
2024-06-17 10:20:15,room/humidity,78.00
2024-06-17 10:20:15,room/temperature,29.40
2024-06-17 10:20:17,room/humidity,78.00
2024-06-17 10:20:17,room/temperature,29.40
2024-06-17 10:20:19,room/humidity,78.00
2024-06-17 10:20:19,room/temperature,29.40
2024-06-17 10:20:21,room/humidity,78.00
2024-06-17 10:20:22,room/temperature,29.40
2024-06-17 10:20:23,room/humidity,78.00
2024-06-17 10:20:24,room/temperature,29.40
2024-06-17 10:20:25,room/humidity,78.00
2024-06-17 10:20:26,room/temperature,29.40
2024-06-17 10:20:27,room/humidity,78.00
2024-06-17 10:20:28,room/temperature,29.40
2024-06-17 10:20:29,room/humidity,78.00
2024-06-17 10:20:30,room/temperature,29.40
2024-06-17 10:20:32,room/humidity,78.00
2024-06-17 10:20:32,room/temperature,29.40
2024-06-17 10:20:34,room/humidity,78.00
2024-06-17 10:20:34,room/temperature,29.40
2024-06-17 10:20:36,room/humidity,78.00
2024-06-17 10:20:36,room/temperature,29.40
2024-06-17 10:20:38,room/humidity,78.00
2024-06-17 10:20:38,room/temperature,29.40
2024-06-17 10:20:40,room/humidity,78.00
2024-06-17 10:20:40,room/temperature,29.40
2024-06-17 10:20:42,room/humidity,78.00
2024-06-17 10:20:42,room/temperature,29.40
2024-06-17 10:20:44,room/humidity,78.00
2024-06-17 10:20:44,room/temperature,29.40
2024-06-17 10:20:46,room/humidity,78.00
2024-06-17 10:20:46,room/temperature,29.40
2024-06-17 10:20:48,room/humidity,78.00
2024-06-17 10:20:48,room/temperature,29.40
2024-06-17 10:20:50,room/humidity,78.00
2024-06-17 10:20:50,room/temperature,29.40
2024-06-17 10:20:52,room/humidity,78.00
2024-06-17 10:20:52,room/temperature,29.40
2024-06-17 10:20:54,room/humidity,77.00
2024-06-17 10:20:54,room/temperature,29.40
2024-06-17 10:20:56,room/humidity,77.00
2024-06-17 10:20:56,room/temperature,29.40
2024-06-17 10:20:58,room/humidity,77.00
2024-06-17 10:20:58,room/temperature,29.40
2024-06-17 10:21:00,room/humidity,77.00
2024-06-17 10:21:00,room/temperature,29.40
2024-06-17 10:21:02,room/humidity,77.00
2024-06-17 10:21:02,room/temperature,29.40
2024-06-17 10:21:04,room/humidity,78.00
2024-06-17 10:21:04,room/temperature,29.40
2024-06-17 10:21:06,room/humidity,78.00
2024-06-17 10:21:06,room/temperature,29.40
2024-06-17 10:21:08,room/humidity,78.00
2024-06-17 10:21:08,room/temperature,29.40
2024-06-17 10:21:10,room/humidity,78.00
2024-06-17 10:21:10,room/temperature,29.40
2024-06-17 10:21:12,room/humidity,78.00
2024-06-17 10:21:12,room/temperature,29.40
2024-06-17 10:21:14,room/humidity,78.00
2024-06-17 10:21:14,room/temperature,29.40
2024-06-17 10:21:16,room/humidity,78.00
2024-06-17 10:21:16,room/temperature,29.40
2024-06-17 10:21:18,room/humidity,78.00
2024-06-17 10:21:18,room/temperature,29.40
2024-06-17 10:21:20,room/humidity,78.00
2024-06-17 10:21:20,room/temperature,29.40
2024-06-17 10:21:22,room/humidity,78.00
2024-06-17 10:21:22,room/temperature,29.40
2024-06-17 10:21:24,room/humidity,78.00
2024-06-17 10:21:24,room/temperature,29.40
2024-06-17 10:21:26,room/humidity,79.00
2024-06-17 10:21:27,room/temperature,29.40
2024-06-17 10:21:28,room/humidity,79.00
2024-06-17 10:21:29,room/temperature,29.40
2024-06-17 10:21:30,room/humidity,78.00
2024-06-17 10:21:31,room/temperature,29.40
2024-06-17 10:21:32,room/humidity,78.00
2024-06-17 10:21:33,room/temperature,29.40
2024-06-17 10:21:34,room/humidity,79.00
2024-06-17 10:21:35,room/temperature,29.40
2024-06-17 10:21:36,room/humidity,79.00
2024-06-17 10:21:37,room/temperature,29.40
2024-06-17 10:21:38,room/humidity,79.00
2024-06-17 10:21:39,room/temperature,29.40
2024-06-17 10:21:40,room/humidity,79.00
2024-06-17 10:21:41,room/temperature,29.40
2024-06-17 10:21:43,room/humidity,79.00
2024-06-17 10:21:43,room/temperature,29.40
2024-06-17 10:21:45,room/humidity,79.00
2024-06-17 10:21:45,room/temperature,29.50
2024-06-17 10:21:47,room/humidity,79.00
2024-06-17 10:21:47,room/temperature,29.40
2024-06-17 10:21:49,room/humidity,78.00
2024-06-17 10:21:49,room/temperature,29.40
2024-06-17 10:21:51,room/humidity,78.00
2024-06-17 10:21:51,room/temperature,29.50
2024-06-17 10:21:53,room/humidity,78.00
2024-06-17 10:21:53,room/temperature,29.40
2024-06-17 10:21:55,room/humidity,77.00
2024-06-17 10:21:55,room/temperature,29.40
2024-06-17 10:21:57,room/humidity,77.00
2024-06-17 10:21:57,room/temperature,29.40
2024-06-17 10:21:59,room/humidity,77.00
2024-06-17 10:21:59,room/temperature,29.50
2024-06-17 10:22:01,room/humidity,77.00
2024-06-17 10:22:01,room/temperature,29.40
2024-06-17 10:22:03,room/humidity,77.00
2024-06-17 10:22:03,room/temperature,29.50
2024-06-17 10:22:05,room/humidity,77.00
2024-06-17 10:22:05,room/temperature,29.40
2024-06-17 10:22:08,room/humidity,77.00
2024-06-17 10:22:08,room/temperature,29.40
2024-06-17 10:22:09,room/humidity,77.00
2024-06-17 10:22:09,room/temperature,29.40
2024-06-17 10:22:11,room/humidity,77.00
2024-06-17 10:22:11,room/temperature,29.50
2024-06-17 10:22:13,room/humidity,77.00
2024-06-17 10:22:13,room/temperature,29.40
2024-06-17 10:22:15,room/humidity,77.00
2024-06-17 10:22:15,room/temperature,29.40
2024-06-17 10:22:17,room/humidity,77.00
2024-06-17 10:22:17,room/temperature,29.40
2024-06-17 10:22:19,room/humidity,77.00
2024-06-17 10:22:19,room/temperature,29.40
2024-06-17 10:22:21,room/humidity,77.00
2024-06-17 10:22:21,room/temperature,29.50
2024-06-17 10:22:23,room/humidity,77.00
2024-06-17 10:22:23,room/temperature,29.40
2024-06-17 10:22:25,room/humidity,77.00
2024-06-17 10:22:25,room/temperature,29.40
2024-06-17 10:22:27,room/humidity,77.00
2024-06-17 10:22:27,room/temperature,29.40
2024-06-17 10:22:29,room/humidity,77.00
2024-06-17 10:22:29,room/temperature,29.40
2024-06-17 10:22:31,room/humidity,77.00
2024-06-17 10:22:31,room/temperature,29.40
2024-06-17 10:22:33,room/humidity,78.00
2024-06-17 10:22:34,room/temperature,29.40
2024-06-17 10:22:35,room/humidity,77.00
2024-06-17 10:22:35,room/temperature,29.40
2024-06-17 10:22:37,room/humidity,77.00
2024-06-17 10:22:37,room/temperature,29.40
2024-06-17 10:22:39,room/humidity,77.00
2024-06-17 10:22:40,room/temperature,29.40
2024-06-17 10:22:41,room/humidity,77.00
2024-06-17 10:22:42,room/temperature,29.40
2024-06-17 10:22:43,room/humidity,77.00
2024-06-17 10:22:44,room/temperature,29.40
2024-06-17 10:22:45,room/humidity,77.00
2024-06-17 10:22:46,room/temperature,29.40
2024-06-17 10:22:47,room/humidity,77.00
2024-06-17 10:22:48,room/temperature,29.40
2024-06-17 10:22:49,room/humidity,78.00
2024-06-17 10:22:50,room/temperature,29.40
2024-06-17 10:22:52,room/humidity,78.00
2024-06-17 10:22:52,room/temperature,29.40
2024-06-17 10:22:54,room/humidity,78.00
2024-06-17 10:22:54,room/temperature,29.40
2024-06-17 10:22:56,room/humidity,78.00
2024-06-17 10:22:56,room/temperature,29.40
2024-06-17 10:22:58,room/humidity,78.00
2024-06-17 10:22:58,room/temperature,29.50
2024-06-17 10:23:00,room/humidity,78.00
2024-06-17 10:23:00,room/temperature,29.50
2024-06-17 10:23:02,room/humidity,78.00
2024-06-17 10:23:02,room/temperature,29.40
2024-06-17 10:23:04,room/humidity,78.00
2024-06-17 10:23:04,room/temperature,29.40
2024-06-17 10:23:06,room/humidity,78.00
2024-06-17 10:23:06,room/temperature,29.50
2024-06-17 10:23:08,room/humidity,77.00
2024-06-17 10:23:08,room/temperature,29.40
2024-06-17 10:23:10,room/humidity,77.00
2024-06-17 10:23:10,room/temperature,29.40
2024-06-17 10:23:12,room/humidity,77.00
2024-06-17 10:23:12,room/temperature,29.40
2024-06-17 10:23:14,room/humidity,77.00
2024-06-17 10:23:14,room/temperature,29.50
2024-06-17 10:23:16,room/humidity,77.00
2024-06-17 10:23:16,room/temperature,29.50
2024-06-17 10:23:18,room/humidity,77.00
2024-06-17 10:23:18,room/temperature,29.40
2024-06-17 10:23:20,room/humidity,77.00
2024-06-17 10:23:20,room/temperature,29.40
2024-06-17 10:23:22,room/humidity,77.00
2024-06-17 10:23:22,room/temperature,29.40
2024-06-17 10:23:24,room/humidity,77.00
2024-06-17 10:23:24,room/temperature,29.40
2024-06-17 10:23:26,room/humidity,77.00
2024-06-17 10:23:26,room/temperature,29.40
2024-06-17 10:23:28,room/humidity,78.00
2024-06-17 10:23:28,room/temperature,29.50
2024-06-17 10:23:30,room/humidity,78.00
2024-06-17 10:23:30,room/temperature,29.40
2024-06-17 10:23:32,room/humidity,78.00
2024-06-17 10:23:32,room/temperature,29.50
2024-06-17 10:23:34,room/humidity,78.00
2024-06-17 10:23:34,room/temperature,29.40
2024-06-17 10:23:36,room/humidity,78.00
2024-06-17 10:23:36,room/temperature,29.40
2024-06-17 10:23:38,room/humidity,78.00
2024-06-17 10:23:38,room/temperature,29.40
2024-06-17 10:23:40,room/humidity,78.00
2024-06-17 10:23:40,room/temperature,29.40
2024-06-17 10:23:42,room/humidity,78.00
2024-06-17 10:23:43,room/temperature,29.40
2024-06-17 10:23:44,room/humidity,78.00
2024-06-17 10:23:44,room/temperature,29.40
2024-06-17 10:23:46,room/humidity,78.00
2024-06-17 10:23:46,room/temperature,29.40
2024-06-17 10:23:48,room/humidity,78.00
2024-06-17 10:23:49,room/temperature,29.40
2024-06-17 10:23:50,room/humidity,77.00
2024-06-17 10:23:51,room/temperature,29.40
2024-06-17 10:23:52,room/humidity,77.00
2024-06-17 10:23:53,room/temperature,29.50
2024-06-17 10:23:54,room/humidity,77.00
2024-06-17 10:23:55,room/temperature,29.50
2024-06-17 10:23:56,room/humidity,77.00
2024-06-17 10:23:57,room/temperature,29.40
2024-06-17 10:23:58,room/humidity,77.00
2024-06-17 10:23:59,room/temperature,29.40
2024-06-17 10:24:01,room/humidity,77.00
2024-06-17 10:24:01,room/temperature,29.40
2024-06-17 10:24:03,room/humidity,77.00
2024-06-17 10:24:03,room/temperature,29.40
2024-06-17 10:24:05,room/humidity,77.00
2024-06-17 10:24:05,room/temperature,29.50
2024-06-17 10:24:07,room/humidity,77.00
2024-06-17 10:24:07,room/temperature,29.50
2024-06-17 10:24:09,room/humidity,77.00
2024-06-17 10:24:09,room/temperature,29.50
2024-06-17 10:24:11,room/humidity,77.00
2024-06-17 10:24:11,room/temperature,29.50
2024-06-17 10:24:13,room/humidity,77.00
2024-06-17 10:24:13,room/temperature,29.50
2024-06-17 10:24:15,room/humidity,77.00
2024-06-17 10:24:15,room/temperature,29.40
2024-06-17 10:24:17,room/humidity,77.00
2024-06-17 10:24:17,room/temperature,29.50
2024-06-17 10:24:19,room/humidity,77.00
2024-06-17 10:24:19,room/temperature,29.40
2024-06-17 10:24:21,room/humidity,77.00
2024-06-17 10:24:21,room/temperature,29.50
2024-06-17 10:24:23,room/humidity,77.00
2024-06-17 10:24:23,room/temperature,29.40
2024-06-17 10:24:25,room/humidity,77.00
2024-06-17 10:24:25,room/temperature,29.40
2024-06-17 10:24:27,room/humidity,77.00
2024-06-17 10:24:27,room/temperature,29.40
2024-06-17 10:24:29,room/humidity,77.00
2024-06-17 10:24:29,room/temperature,29.50
2024-06-17 10:24:31,room/humidity,77.00
2024-06-17 10:24:31,room/temperature,29.40
2024-06-17 10:24:33,room/humidity,78.00
2024-06-17 10:24:33,room/temperature,29.50
2024-06-17 10:24:35,room/humidity,78.00
2024-06-17 10:24:35,room/temperature,29.40
2024-06-17 10:24:37,room/humidity,78.00
2024-06-17 10:24:37,room/temperature,29.40
2024-06-17 10:24:39,room/humidity,77.00
2024-06-17 10:24:39,room/temperature,29.40
2024-06-17 10:24:41,room/humidity,77.00
2024-06-17 10:24:41,room/temperature,29.40
2024-06-17 10:24:43,room/humidity,77.00
2024-06-17 10:24:43,room/temperature,29.40
2024-06-17 10:24:45,room/humidity,77.00
2024-06-17 10:24:45,room/temperature,29.40
2024-06-17 10:24:47,room/humidity,77.00
2024-06-17 10:24:47,room/temperature,29.40
2024-06-17 10:24:49,room/humidity,77.00
2024-06-17 10:24:49,room/temperature,29.40
2024-06-17 10:24:51,room/humidity,77.00
2024-06-17 10:24:51,room/temperature,29.40
2024-06-17 10:24:53,room/humidity,77.00
2024-06-17 10:24:53,room/temperature,29.40
2024-06-17 10:24:55,room/humidity,78.00
2024-06-17 10:24:55,room/temperature,29.40
2024-06-17 10:24:57,room/humidity,78.00
2024-06-17 10:24:57,room/temperature,29.40
2024-06-17 10:24:59,room/humidity,78.00
2024-06-17 10:25:00,room/temperature,29.40
2024-06-17 10:25:01,room/humidity,78.00
2024-06-17 10:25:02,room/temperature,29.40
2024-06-17 10:25:03,room/humidity,78.00
2024-06-17 10:25:04,room/temperature,29.40
2024-06-17 10:25:05,room/humidity,78.00
